D0050	1	29.9	118415	14447	25.60	8.65	53.07	41.9	6.26	114	41.88
D0051	1	34.9	76144	13064	18.50	9.96	51.74	34.8	6.83	139	40.70
D0052	1	33.0	42769	13664	20.40	10.10	52.17	76.4	4.92	473	55.12
D0053	1	33.5	37438	13994	16.20	9.17	49.65	83.4	4.44	157	30.14
D0054	1	31.5	41609	20445	8.100	7.34	50.92	134.6	2.06	79	21.42
D0055	1	28.9	43536	11611	35.20	6.38	53.69	17.9	6.36	231	68.47
D0056	1	33.0	50652	13299	22.30	9.74	51.69	101.3	5.26	95	40.72
D0057	1	35.5	94605	15961	18.00	9.92	52.82	54.6	12.17	187	36.90
D0058	1	30.6	63784	16035	19.30	9.76	51.72	115.9	7.05	793	40.46
D0059	1	35.0	74034	15598	17.70	10.83	51.95	86.1	7.06	253	50.22
D0060	1	30.4	58132	10300	41.30	6.90	53.37	15.4	5.40	46	64.84
D0061	1	35.5	96317	13674	16.20	9.26	51.16	36.3	12.78	151	33.85
D0062	1	23.4	14062	9805	40.80	4.86	50.81	5.6	1.02	73	61.44
D0063	1	32.6	54901	14288	21.90	12.09	49.60	16.3	3.57	343	38.31
D0064	1	38.8	74724	13832	21.30	12.06	51.14	8.9	7.42	370	40.97
D0065	1	29.4	49789	11037	26.10	9.26	48.61	6.0	4.28	241	34.96
D0066	1	32.0	90041	19451	16.00	9.55	50.86	240.4	3.18	760	32.56
D0067	1	40.7	74282	14589	17.70	9.32	50.17	7.9	2.95	625	32.63
D0068	1	26.5	33766	10568	31.20	6.71	50.23	8.1	1.54	310	44.17
D0069	1	32.8	65541	16747	19.00	11.02	50.94	75.3	3.32	854	45.68
D0070	1	32.6	44067	12724	25.70	9.45	48.66	22.4	2.72	563	42.10
D0071	1	29.5	128167	12100	27.40	5.40	52.17	26.2	1.33	600	43.47
D0072	1	42.4	95144	15378	15.00	9.69	51.07	14.3	6.25	337	30.75
D0073	1	30.5	60526	13091	28.00	9.48	49.01	21.5	3.30	63	36.97
D0074	1	35.5	177652	15327	19.60	12.91	52.74	21.6	13.08	457	59.01
D0075	1	33.9	74124	15044	21.30	11.90	52.08	26.7	10.77	373	61.42
D0076	1	47.1	121231	15577	14.90	12.29	52.25	58.8	7.45	109	44.44
D0077	1	35.9	97252	18124	9.800	10.00	51.18	125.2	5.76	345	36.45
D0078	1	36.5	62629	14605	14.20	11.15	52.07	49.6	13.24	168	42.45
D0079	1	36.6	132909	14936	23.80	10.22	52.44	17.8	16.72	304	61.07
D0080	1	34.3	49484	12475	17.90	10.16	51.73	9.1	9.47	160	51.41
D0081	1	38.1	133734	14860	14.60	10.97	51.66	30.8	6.51	285	42.55
D0082	1	31.9	76209	12669	38.80	7.30	53.29	24.4	4.33	417	68.72
D0083	1	32.2	119620	13403	20.60	11.22	52.48	24.8	10.88	202	64.64
D0084	1	39.5	80249	13406	19.00	12.39	52.09	28.0	10.34	142	68.47
D0085	1	41.7	105408	13970	16.70	11.71	51.46	36.7	10.54	219	51.00
D0086	1	35.7	26922	12675	17.20	11.14	51.39	13.2	9.37	54	56.04
D0087	1	33.6	155722	14294	23.60	9.75	53.08	33.5	9.81	232	48.35
D0088	1	34.7	59808	14486	18.50	12.49	52.17	34.7	9.43	177	57.75
D0089	1	31.6	87122	15310	16.80	9.13	51.85	99.9	8.46	445	54.43
D0090	1	32.6	60472	12673	18.00	10.37	51.09	74.4	11.87	297	41.18
D0091	1	29.8	47128	14202	28.00	8.90	52.88	81.2	4.62	513	56.60
D0092	1	32.2	105683	13750	24.90	9.14	51.97	31.2	7.86	242	58.09
D0093	1	36.4	90482	14782	21.30	11.05	52.12	14.2	19.05	296	53.68
D0094	1	31.5	98155	13154	30.60	9.64	53.29	21.3	10.98	523	67.87
D0095	1	31.8	84350	13477	19.60	10.36	51.70	20.8	8.02	123	59.51
D0096	1	29.8	60028	15191	12.30	8.51	51.62	99.3	3.34	391	51.56
D0097	1	35.4	84306	12860	15.90	12.57	50.38	24.9	9.08	188	47.76
D0098	1	40.6	86435	10690	25.60	14.65	52.00	16.2	11.40	149	59.69
D0099	1	40.8	95715	17457	17.90	13.66	52.32	112.1	8.38	554	52.26
D0100	1	34.4	40619	14534	13.00	11.86	50.75	22.8	7.50	208	51.47
D0101	1	35.5	87692	13029	16.40	10.61	51.59	56.8	7.47	265	61.20
D0102	1	34.3	116516	13034	23.30	10.93	52.43	30.2	8.82	437	61.38
D0103	1	36.4	89702	12622	18.60	12.24	51.71	42.9	9.39	299	59.42
D0104	1	34.5	109796	15854	17.50	9.15	51.86	23.3	25.99	151	55.56
D0105	1	34.8	101619	14704	16.50	11.48	51.38	41.4	7.97	335	55.16
D0106	1	43.9	97572	12867	21.10	12.57	51.04	20.3	16.61	49	61.18
D0107	1	36.7	79717	14215	23.90	11.42	52.21	29.8	12.43	280	65.71
D0108	1	31.9	93840	14208	27.60	11.59	51.86	96.2	8.17	594	68.85
D0109	1	35.3	80327	12801	18.00	12.10	51.14	28.2	8.88	236	52.14
D0110	1	35.1	102237	11796	30.00	9.03	52.41	17.9	11.06	136	57.12
D0111	1	36.7	81939	12210	23.80	10.53	51.95	29.7	14.43	128	59.84
D0112	1	31.9	45369	11213	45.40	7.94	52.10	21.4	6.51	471	67.82
D0113	1	32.2	39478	10859	29.00	8.95	41.04	24.8	10.58	60	64.53
D0114	1	33.8	73347	14504	19.10	11.83	51.47	25.8	10.51	206	58.18
D0115	1	35.3	82325	13428	18.70	11.80	50.65	29.3	15.48	89	45.99
D0116	1	32.5	65589	15744	14.20	9.02	50.83	53.4	11.64	215	50.32
D0117	1	36.0	69156	13857	17.30	11.61	50.84	14.7	5.61	108	45.76
D0118	1	42.7	70869	12902	19.10	13.59	51.16	20.9	7.76	127	44.15
D0119	1	32.7	117603	13585	22.80	11.18	52.29	61.8	8.63	881	48.21
D0120	1	29.4	62732	13954	26.20	9.06	51.81	61.2	6.78	822	62.94
D0121	1	34.5	106861	13899	33.00	11.48	53.01	18.0	10.55	294	60.35
D0122	1	40.1	54338	12035	22.50	13.63	50.68	10.2	6.88	180	51.29
D0123	1	35.6	70636	12803	19.90	11.44	52.27	16.1	17.10	74	56.79
D0124	1	35.7	47612	10483	26.30	12.17	49.95	9.2	5.53	30	42.59
D0125	1	35.2	71745	14052	22.10	11.88	52.83	40.4	11.86	442	59.69
D0126	1	36.4	55942	12829	16.70	10.89	50.99	15.1	9.04	92	54.39
D0127	1	30.8	88659	12440	42.70	9.30	54.29	40.6	9.47	464	65.63
D0128	1	36.4	130671	14460	17.40	12.27	51.18	16.6	14.10	71	51.23
D0129	1	34.6	89898	13199	26.60	11.03	51.90	32.2	7.21	184	62.31
D0130	1	38.0	87606	13423	21.00	14.06	51.22	20.6	9.72	169	43.81
D0131	1	31.8	83848	15627	16.00	9.90	50.59	59.2	8.75	309	43.13
D0132	1	32.4	105797	20027	17.10	12.57	52.52	458.0	5.73	1130	58.03
D0133	1	36.6	60560	11488	21.40	11.69	51.61	25.9	10.47	146	62.10
D0134	1	31.0	59719	12171	35.70	8.24	53.46	44.5	11.35	771	61.57
D0135	1	33.4	35739	15059	9.300	10.63	50.47	92.6	8.78	365	49.38
D0136	1	36.2	92731	12566	21.10	10.90	50.81	11.6	10.00	97	48.84
D0137	1	33.7	110853	18033	15.40	13.35	52.14	189.2	7.70	626	41.78
D0138	1	34.9	96997	14560	19.40	13.04	50.40	25.4	11.96	296	51.05
D0139	1	44.8	114766	12013	20.60	13.32	52.25	24.8	13.73	145	52.27
D0140	1	39.2	62499	12046	23.90	9.64	50.93	16.8	9.02	112	52.03
D0141	1	34.5	113471	17626	19.20	11.76	52.70	44.9	12.73	475	47.29
D0142	1	43.2	86181	12238	21.60	14.25	50.76	20.0	7.32	197	51.88
D0143	1	30.8	97273	16784	11.70	10.15	50.51	126.4	6.11	429	46.01
D0144	1	33.1	90898	13283	17.90	9.43	51.36	55.0	7.33	290	48.67
D0145	1	34.3	98385	14331	31.80	9.55	52.87	15.7	12.61	59	74.08
D0146	1	35.6	108440	14876	16.90	11.31	51.28	19.5	13.70	317	54.49
D0147	1	32.7	76414	23707	12.30	11.30	55.39	1774.1	4.01	837	63.04
D0148	1	37.9	92568	16612	9.500	10.46	44.53	53.8	5.64	243	34.25
D0149	1	33.8	61001	16197	19.00	10.72	51.18	115.5	3.71	538	38.22
D0150	1	39.5	48330	16325	11.50	9.90	50.29	34.6	3.68	351	35.25
D0151	1	32.1	107363	19360	17.40	9.31	48.74	14.7	3.20	389	31.91
D0152	1	34.1	106163	27158	9.000	11.37	50.99	1166.0	2.88	606	50.93
D0153	1	32.3	36592	12792	19.90	10.38	44.54	26.4	3.05	371	38.91
D0154	1	35.3	40039	20424	8.500	10.21	49.92	80.3	1.95	379	32.38
D0155	1	29.3	59965	16854	28.10	8.47	50.38	118.4	4.26	910	42.17
D0156	1	32.6	82020	14674	19.50	10.49	49.89	19.4	2.90	380	30.24
D0157	1	33.1	66404	16831	17.30	12.57	50.29	34.1	4.23	534	48.07
D0158	1	28.8	59797	13987	28.60	6.64	49.98	30.8	1.84	690	43.88
D0159	1	39.0	73921	18100	12.80	15.95	51.03	1.8	4.67	322	31.84
D0160	1	29.7	44347	15963	21.80	8.55	49.40	72.2	2.43	648	33.75
D0161	1	28.1	43635	13191	22.50	6.83	45.78	76.9	2.57	437	38.91
D0162	1	31.9	47613	14409	15.60	12.58	42.19	6.1	4.39	221	32.70
D0163	1	30.7	88044	21577	23.80	9.66	50.14	2233.5	3.55	762	52.54
D0164	1	31.9	38324	15024	20.90	7.59	48.52	46.2	3.69	521	35.92
D0165	1	38.1	105449	37387	6.400	14.66	50.20	449.2	5.18	398	58.27
D0166	1	35.6	79473	17246	16.80	12.32	50.02	23.3	4.71	471	50.21
D0167	1	27.9	42895	14962	24.50	7.67	49.21	98.1	2.26	509	40.85
D0168	1	37.2	74228	14472	18.20	11.78	48.96	2.5	6.12	231	32.19
D0169	1	29.6	64775	21143	16.10	9.85	48.48	111.0	2.84	533	47.01
D0170	1	36.4	93299	24461	9.200	13.87	50.69	150.9	7.90	480	45.30
D0171	1	39.3	72156	18855	9.500	10.14	50.77	87.0	3.17	334	34.92
D0172	1	31.4	82212	24996	12.60	10.70	52.17	3147.8	2.49	571	31.56
D0173	1	35.1	73442	22748	8.500	9.72	50.56	133.2	3.64	463	33.69
D0174	1	39.0	75850	17503	11.50	14.41	50.12	8.1	3.93	559	37.61
D0175	1	31.5	41389	17969	15.00	7.31	50.11	179.0	2.48	738	38.64
D0176	1	31.9	62605	20397	16.30	11.14	51.20	1130.3	3.05	763	43.56
D0177	1	30.3	60184	17122	12.90	7.12	49.27	27.7	2.88	428	42.03
D0178	1	29.3	31179	16388	17.50	8.15	50.05	76.4	2.40	691	38.74
D0179	1	30.9	68605	20689	16.30	10.30	52.70	618.8	2.73	660	37.24
D0180	1	35.8	360313	31918	13.50	11.39	53.45	15621.0	3.90	1082	72.40
D0181	1	30.9	66194	17138	18.80	8.56	49.23	360.2	4.02	815	41.28
D0182	1	33.1	67268	18261	12.70	10.01	48.53	66.8	3.70	383	38.36
D0183	1	34.8	88188	30531	6.900	12.71	50.85	1476.7	3.41	447	53.97
D0184	1	31.6	90068	23680	14.50	11.01	49.36	137.5	2.79	503	42.53
D0185	1	31.9	92634	26772	9.200	11.42	55.09	1183.1	2.92	489	49.21
D0186	1	33.0	64480	23076	13.80	10.33	50.03	519.2	4.31	608	58.06
D0187	1	34.9	70305	17292	15.90	11.18	50.97	41.6	3.29	469	31.61
D0188	1	37.3	83006	15864	16.60	14.49	50.65	7.0	3.24	403	39.91
D0189	1	30.8	43141	18901	9.700	10.11	50.17	435.3	2.75	628	48.69
D0190	1	34.8	72064	22928	10.40	10.88	50.82	255.4	3.86	490	52.78
D0191	1	30.5	57185	16787	17.20	8.09	50.41	264.4	4.41	668	40.95
D0192	1	32.4	60863	18574	15.60	9.80	50.42	115.1	2.35	539	30.48
D0193	1	36.0	64007	14062	18.20	11.27	50.72	17.6	3.23	517	35.79
D0194	1	29.2	54247	15342	28.20	7.65	49.96	68.7	2.87	632	35.22
D0195	1	37.2	75885	16919	12.00	10.67	47.37	22.6	1.32	387	38.12
D0196	1	31.7	57175	21837	11.10	10.52	50.39	372.0	1.88	439	36.99
D0197	1	28.9	72646	19586	16.60	8.97	49.59	143.2	4.95	712	53.33
D0198	1	29.2	37114	13956	21.10	10.26	49.96	96.3	1.37	622	34.24
D0199	1	30.7	23650	16715	12.90	12.83	50.27	235.1	3.76	692	44.00
D0200	1	28.1	65165	13935	24.00	8.30	50.76	19.2	7.84	650	41.76
D0201	1	32.4	59827	24963	6.700	10.83	51.16	523.7	2.83	654	36.21
D0202	1	39.1	83252	16563	20.00	25.04	48.09	3.3	11.20	226	43.64
D0203	1	31.6	66155	23661	8.300	9.77	49.97	320.5	2.62	563	50.93
D0204	1	37.1	34978	14582	14.10	15.47	46.14	12.7	7.98	391	36.36
D0205	1	32.0	252148	22942	9.900	9.60	49.12	1.4	12.00	144	24.83
D0206	1	34.2	33100	12074	30.90	9.75	37.53	5.1	12.50	20	39.09
D0207	1	40.7	64889	14386	17.40	12.26	50.25	19.3	14.43	270	32.63
D0208	1	33.9	159683	24184	18.00	14.01	51.30	3162.4	4.92	861	55.97
D0209	1	32.3	31325	26345	2.800	5.23	49.70	87.0	1.00	233	24.94
D0210	1	33.8	20518	19050	6.100	8.99	49.91	5.8	2.96	144	24.52
D0211	1	30.2	46370	18342	12.10	10.97	49.74	197.8	3.19	562	27.41
D0212	1	37.7	55091	13374	17.40	13.29	48.04	21.5	17.94	373	35.40
D0213	1	32.8	85107	17552	10.40	9.70	49.03	10.6	7.85	403	36.36
D0214	1	28.2	75537	15395	12.20	10.89	46.78	3.3	3.89	866	41.48
D0215	1	39.6	43061	13464	24.90	12.80	51.07	3.7	6.78	332	52.92
D0216	1	33.3	49028	22563	6.200	12.05	50.53	589.1	5.37	494	36.22
D0217	1	37.0	81638	25714	11.50	16.19	50.70	0.9	15.63	69	28.16
D0218	1	34.9	157813	20128	12.80	11.43	50.51	3.3	5.28	300	25.29
D0219	1	31.9	71699	17714	12.40	10.10	49.64	20.4	3.29	502	37.87
D0220	1	31.1	51416	18404	10.80	9.15	50.57	76.2	4.78	180	38.36
D0221	1	37.7	79200	13208	24.80	13.34	51.16	2.9	12.55	393	58.56
D0222	1	36.9	141193	21016	16.20	11.91	42.70	1.8	17.39	187	27.75
D0223	1	34.7	90658	17526	14.80	12.93	51.14	9.4	9.83	444	32.57
D0224	1	34.7	63968	16917	14.20	11.73	51.38	29.5	6.57	547	34.41
D0225	1	31.8	50988	17826	11.70	15.60	49.28	2.4	4.31	389	27.20
D0226	1	33.3	89807	15127	17.10	10.67	51.21	9.6	3.74	488	29.72
D0227	1	37.1	89816	15909	12.70	12.18	51.09	11.4	10.16	404	31.67
D0228	1	33.1	85987	18110	15.50	11.82	50.93	17.7	9.78	436	33.43
D0229	1	34.9	73156	15185	24.40	12.66	51.60	15.9	19.30	416	41.92
D0230	1	38.5	116671	18999	11.00	12.22	52.54	6.0	9.51	66	30.05
D0231	1	32.0	132074	15730	21.30	9.42	51.24	8.0	7.27	577	32.92
D0232	1	34.7	52264	15582	20.70	14.48	51.46	51.8	6.20	651	53.62
D0233	1	32.3	110260	17470	9.400	13.95	49.19	1.9	4.03	334	27.30
D0234	1	33.7	52253	15286	23.00	11.85	50.54	11.7	10.93	328	34.00
D0235	1	32.4	119068	22654	6.500	10.97	46.62	6.4	3.05	374	39.06
D0236	1	40.8	83346	18661	12.00	15.92	51.21	4.7	11.54	104	34.64
D0237	1	34.6	54644	19068	9.300	9.77	48.95	24.8	2.54	374	27.09
D0238	1	37.3	128854	19003	13.00	13.07	50.15	1.8	6.09	87	25.26
D0239	1	30.5	55994	16466	15.30	10.26	50.44	34.1	4.88	565	35.71
D0240	1	35.8	133721	19370	12.00	11.92	51.01	3.8	12.00	224	28.17
D0241	1	35.5	191020	36257	7.700	13.34	52.01	1322.7	6.75	512	39.13
D0242	1	34.5	199847	26063	11.20	12.80	51.72	1151.5	10.82	595	47.13
D0243	1	35.7	140960	24501	5.500	12.83	51.13	192.1	6.71	175	36.14
D0244	1	34.8	139647	25217	5.200	12.97	51.10	392.1	9.12	232	42.83
D0245	1	34.2	159677	23651	11.00	12.59	51.86	1323.9	9.34	618	41.90
D0246	1	32.5	106965	22301	8.300	13.79	50.15	372.2	7.70	263	42.29
D0247	1	31.5	94933	20956	5.100	11.75	49.86	316.5	2.55	114	41.42
D0248	1	32.7	84472	19510	9.600	11.76	51.14	201.2	9.09	133	40.38
D0249	1	31.1	120322	16094	13.00	10.47	50.97	196.4	7.72	390	38.17
D0250	1	32.5	631534	23628	9.900	11.99	51.34	1065.9	4.84	425	46.48
D0251	1	36.4	130718	17484	13.90	9.98	51.40	127.3	10.17	233	36.47
D0252	1	33.5	181395	27999	20.40	12.24	53.03	9540.7	4.92	1151	84.64
D0253	1	28.3	67103	17520	20.20	9.09	51.01	216.1	4.02	1082	49.61
D0254	1	30.2	40609	13593	19.40	9.05	47.21	33.0	3.47	372	29.25
D0255	1	33.2	41969	16424	16.30	10.35	51.04	174.7	3.42	740	28.12
D0256	1	33.6	55896	12438	21.60	13.76	44.38	78.4	4.30	759	36.46
D0257	1	36.2	67498	18715	11.60	11.42	50.49	417.5	2.66	668	31.19
D0258	1	37.7	73135	22929	12.30	11.15	52.33	1084.5	2.64	853	51.85
D0259	1	33.5	45242	11330	22.30	7.69	48.65	20.1	12.19	77	36.36
D0260	1	53.6	88873	17584	10.00	8.81	51.80	173.6	5.55	366	36.91
D0261	1	50.8	89403	14941	15.50	9.75	52.08	171.5	5.15	276	35.62
D0262	1	32.0	42602	17407	8.800	8.88	50.81	189.5	4.35	487	23.33
D0263	1	40.7	126370	28557	13.10	7.56	50.29	81.6	3.67	571	26.13
D0264	1	33.6	56503	14089	20.40	10.73	50.99	55.7	2.07	728	36.97
D0265	1	34.2	112594	16751	25.40	7.83	52.19	1031.5	3.41	1195	46.73
D0266	1	36.6	67987	15201	25.00	9.87	47.86	38.1	3.25	579	35.62
D0267	1	31.5	82961	18857	15.40	11.57	50.80	903.0	3.68	1033	36.85
D0268	1	32.4	70654	16345	20.30	12.48	51.36	407.2	4.24	741	30.45
D0269	1	46.4	104754	14689	10.90	5.84	51.97	69.3	2.83	372	40.92
D0270	1	38.9	51274	13963	21.10	10.57	50.57	17.2	14.13	242	35.05
D0271	1	31.8	45618	13185	29.20	8.77	52.39	81.8	4.27	511	58.96
D0272	1	33.5	46294	12536	17.80	7.89	47.07	29.8	11.15	139	37.62
D0273	1	35.7	36246	13797	19.30	10.08	50.13	20.7	9.91	214	33.11
D0274	1	30.9	14973	12066	24.30	7.30	47.10	21.8	5.36	19	43.54
D0275	1	32.8	96343	15621	27.00	10.27	49.21	31.5	3.73	556	31.37
D0276	1	30.3	59821	17157	22.90	7.19	49.32	24.0	4.08	465	33.57
D0277	1	49.5	89897	14930	13.90	6.84	51.91	229.6	4.53	476	39.06
D0278	1	51.5	93767	16275	16.90	9.71	52.41	69.2	7.40	639	34.69
D0279	1	33.0	86182	18401	17.00	10.43	51.13	814.9	3.58	1043	37.13
D0280	1	35.6	46441	11892	24.60	10.56	49.23	33.8	7.24	120	28.75
D0281	1	44.0	138696	26637	11.50	9.58	51.62	186.2	4.48	585	28.12
D0282	1	34.3	62200	14271	20.90	10.58	48.92	46.4	6.94	217	37.35
D0283	1	33.8	56216	14175	22.90	8.81	49.53	19.6	4.70	492	48.55
D0284	1	44.7	101453	17326	14.10	9.62	51.96	170.3	6.20	452	33.24
D0285	1	42.0	102447	20349	12.30	9.07	51.76	439.4	3.71	626	32.32
D0286	1	28.8	75763	17976	14.90	8.78	51.75	303.8	3.36	1206	49.12
D0287	1	38.5	66825	12847	19.20	10.24	52.15	24.2	6.42	445	39.59
D0288	1	32.3	47323	12325	23.80	8.56	48.53	24.1	6.41	311	45.36
D0289	1	43.1	89672	20904	12.90	10.08	52.55	295.3	6.26	848	33.77
D0290	1	40.0	68657	15633	18.40	8.80	51.76	131.5	3.02	663	35.44
D0291	1	44.5	120549	29881	10.80	9.85	50.77	188.8	3.84	556	27.83
D0292	1	38.8	111797	22453	11.50	14.45	47.35	80.1	3.60	957	36.30
D0293	1	33.4	42532	19059	11.90	9.98	50.49	72.0	2.52	425	30.28
D0294	1	31.5	71158	17767	11.20	10.71	49.80	163.4	2.84	371	19.49
D0295	1	34.3	68035	13683	21.80	8.59	48.75	39.3	5.10	482	36.48
D0296	1	31.5	79270	18920	14.70	9.56	50.30	785.0	4.55	887	34.89
D0297	1	33.7	56749	15266	14.00	6.01	50.97	90.1	5.08	801	33.16
D0298	1	39.9	89950	31407	12.30	9.19	51.78	460.4	5.38	901	46.36
D0299	1	48.0	90991	15427	14.60	11.10	52.49	385.5	4.97	447	39.08
D0300	1	42.1	109640	21721	12.80	13.79	53.24	3081.4	8.92	734	37.96
D0301	1	36.5	76139	16280	17.90	10.13	51.50	223.5	4.28	892	35.26
D0302	1	37.3	42137	13281	24.30	11.42	51.14	92.5	2.35	848	41.73
D0303	1	37.0	81562	23965	11.80	8.73	51.50	148.3	4.98	683	30.74
D0304	1	37.9	67471	15425	15.90	7.84	50.93	281.7	5.10	643	34.99
D0305	1	32.5	57891	16150	12.60	8.93	50.18	88.7	3.02	393	20.00
D0306	1	49.0	138285	27785	9.900	11.19	53.17	498.6	8.29	692	34.89
D0307	1	33.3	55465	19694	9.900	9.26	51.11	1004.2	2.69	592	30.33
D0308	1	40.1	34141	13285	21.70	10.86	49.65	59.4	5.77	407	40.77
D0309	1	36.5	53874	13975	19.30	9.37	51.67	41.0	15.71	318	35.06
D0310	1	33.5	37261	13963	20.60	11.87	51.33	16.6	6.47	354	35.60
D0311	1	39.4	102898	16388	15.40	10.56	51.62	352.3	6.43	608	41.94
D0312	1	34.2	40833	14183	15.40	9.95	50.84	25.4	7.53	227	34.55
D0313	1	37.8	32464	13562	18.70	11.21	49.69	27.9	4.03	212	28.69
D0314	1	37.3	24995	12870	21.20	10.27	51.69	30.0	10.06	94	32.32
D0315	1	32.3	42773	12725	21.20	7.93	51.76	31.4	1.94	200	40.73
D0316	1	31.7	87193	13056	24.20	8.18	52.54	34.4	8.37	204	42.67
D0317	1	31.9	88596	16195	19.10	9.44	48.41	156.3	13.84	409	49.31
D0318	1	31.1	67746	14985	15.20	7.00	51.06	197.9	4.83	385	39.98
D0319	1	31.5	57532	15193	13.00	7.52	50.67	129.2	1.97	286	39.29
D0320	1	32.4	119063	14482	23.70	8.99	54.16	65.9	14.16	536	52.60
D0321	1	32.9	67781	14452	19.90	9.08	51.24	31.8	7.43	254	46.29
D0322	1	32.6	76630	18657	23.50	11.68	53.44	608.8	7.42	867	51.93
D0323	1	32.6	82649	15466	17.40	9.75	51.84	48.8	6.98	141	43.23
D0324	1	32.1	41679	13093	29.80	8.54	52.83	31.2	12.21	326	43.92
D0325	1	26.1	85664	13214	22.40	7.09	51.42	66.5	6.78	392	38.78
D0326	1	29.6	60470	12699	29.20	7.07	52.69	25.3	7.67	324	53.17
D0327	1	32.4	66241	14173	18.70	9.05	47.20	84.1	12.48	276	50.46
D0328	1	33.5	113227	15112	29.20	8.41	54.79	17.5	12.24	253	64.47
D0329	1	27.2	27287	12197	11.20	4.24	45.91	59.7	1.44	289	38.99
D0330	1	34.6	103484	15555	25.50	9.65	52.50	32.4	35.75	54	43.27
D0331	1	30.4	62832	14798	16.00	7.53	51.52	148.0	7.17	461	37.21
D0332	1	33.9	37852	13415	12.60	11.54	51.63	273.1	4.40	308	32.70
